id_materias,nome,creditos,descricao
ESTE014-17,Sistemas Térmicos,4,"Revisão: Primeira e Segunda Leis da Termodinâmica, Mistura de Gases e Psicrometria, Reações Químicas (Combustão); Exergia; Ciclos Termodinâmicos de Potência: Rankine, Brayton, Otto e Diesel; Sistemas de refrigeração e bomba de calor: Compressão de Vapor e Absorção; Cogeração; Modelagem de Sistemas Térmicos, Análise Exergética em Sistemas Térmicos; Apresentação de Trabalho Final."
ESZE072-17,Sistemas Termosolares,2,"Sistemas domiciliares de aquecimento de água e de ambientes. Sistemas industriais de aquecimento de água e recirculação de ar. Sistemas de refrigeração ambiental com fonte termosolar. Sistemas de secagem. Sistemas de cozimento. Sistemas de evaporação e destilação. Usinas termosolares de calhas parabólicas. Usinas termosolares com torre central. Usinas termosolares de Fresnel lineares. Sistemas modulares e usinas termosolares com coletores em forma de pratos. Usinas termosolares de efeito chaminé. Modelamento e dimensionamento de sistemas termosolares. Instalação, comissionamento, operação e manutenção de sistemas termosolares."
NHT1048-15,Sistemática e Biogeografia,4,"Histórico da biologia comparada; classificações evolutivas: Darwin, Wallace, Haeckel; taxonomia evolutiva; Hennig e a sistemática filogenética; sistemática molecular vs morfológica; histórico da biogeografia; dispersalismo; deriva continental; Croizat e vicariância; biogeografia cladística e panbiogeografia"
ESHR018-13,Sociedade Civil Organizada Global,4,"Identificação da organização da sociedade civil organizada. História do movimento sindical internacional. Movimentos internacionais de paz. Fórum Social Mundial. Opinião pública internacional. Participação social nas instâncias da ONU. Participação social nos Bancos Multilaterais (Banco Mundial, BID). Política externa brasileira e as organizações sociais globais. Participação da sociedade civil brasileira na política externa brasileira. Soberania e participação."
ESHT023-17,Sociologia dos Territórios,4,"Principais abordagens em sociologia urbana e em sociologia rural e a superação do enfoque dicotômico - o urbano e o rural como oposições estanques - e do enfoque do continuun rural-urbano - o rural como extensão incompleta do urbano. Abordagem sociológica dos territórios envolvendo os campos e suas cidades - as complementaridades entre o rural e o urbano a partir da especificidade de cada um destes espaços. Bases teóricas da Sociologia rural e da Sociologia urbana na primeira metade do século XX. Três dimensões definidoras das diferenças entre o rural e o urbano em perspectiva temporal: relações sociedade-natureza, relações rural-urbano, relações interpessoais. Novas dinâmicas espaciais na virada para o século XXI e a emergência da abordagem territorial: novas funções das cidades, novas funções do rural; Abordagens contemporâneas do rural e do urbano: enfoque estrutural, enfoque funcional e enfoque relacional. Tendências recentes do desenvolvimento urbano e do desenvolvimento rural: interdependências e especificidades. Implicações para o planejamento territorial."
ESZE006-17,Subestação e Equipamentos,2,Tipos e Arranjos de Subestações; Diagramas; Malha de aterramento; Aspectos da coordenação de isolamento e proteção contra sobretensões; Pára-Raios; Chave Fusível; Transformadores de Medição; Chaves Seccionadoras; Fusíveis; Relés de Proteção; Disjuntores; Transformadores de Potência; Capacitores; Regulador de Tensão; Religadores Automáticos; Isoladores.
ESZA015-17,Supervisão e Monitoramento de Processos Energéticos,4,"Automação de processos de geração e conversão de energia, O papel dos sistemas de supervisão em processos de conversão de energia, Funções Avançadas de Automação: Diagnóstico, detecção e recuperação de falhas, Supervisão e controle tolerante a falhas, Sistemas de Supervisão, Classificação de falhas: falhas multiplicativas, aditivas e falhas em componentes, Sistemas de diagnóstico baseados em modelo, Falhas dependentes do tempo e modelos básicos de falhas, Métodos de Detecção de Falhas: Avaliação de limites, Equações de Paridade, Modelos de Processos e Modelagem das Falhas, Detecção de Falhas com Métodos de Identificação de Processos, Detecção de Faltas com Observadores de Estado e Estimadores de Estado."
ESHR019-13,Surgimento da China como Potência Mundial,4,História política da China. Confronto com o ocidente no século 19. Revolução 1949. China na Guerra Fria. Novo rumo a partir de 1978. Diplomacia de ping-pong dos EUA. Formação de uma nova fronteira de acumulação do capitalismo global. Reintegração da diáspora chinesa. Abertura para Investimentos Externos Diretos. Trajetória de crescimento e ascensão. Formação de uma área de produção e comércio asiática. Participação da China nos fóruns internacionais. China e os Direitos Humanos. Conflitos em torno do Mar da China. Política Chinesa na África. Política Chinesa na America Latina: oportunidades e ameaças.
ESZT014-17,Sustentabilidade e Indicadores,4,"Indicadores como instrumentos de gestão para a sustentabilidade. A utilização de indicadores para políticas, planos, projetos e processos. A sustentabilidade como desafio, paradigma e conceito em políticas, planos, projetos e processos. A evolução dos indicadores aplicados à sustentabilidade. Indicadores de sustentabilidade: parâmetros, aplicabilidade, deficiências e possibilidades de utilização. O papel da informação e da mídia para a utilização de indicadores na gestão da sustentabilidade. Desenvolvimento de indicadores. Estudos de caso."
ESHR901-13,TCC de Relações Internacionais I,2,"O trabalho de conclusão de curso deve estar voltado preferencialmente para uma das quatro áreas de concentração do Bacharelado em Relações Internacionais e ter a orientação de um docente credenciado ao curso, podendo ser aceitos orientadores não credenciados ao curso e externos à UFABC, após avaliação e autorização da coordenação da disciplina. O trabalho de conclusão de curso poderá ser apresentado em duas modalidades: monografia ou artigo científico – sendo a segunda opção válida somente para discentes que tenham concluído uma iniciação científica. Ao final da disciplina, o discente deverá indicar, em comum acordo com o professor orientador, a modalidade em que o trabalho será apresentado e, ainda, apresentar um relatório parcial de pesquisa com um cronograma das atividades a serem desenvolvidas na disciplina TCC de Relações Internacionais II. Caberá ao professor orientador avaliar o trabalho e atribuir o respectivo conceito final na ficha de avaliação da disciplina, a ser entregue posteriormente ao professor coordenador do TCC."
ESHR902-13,TCC de Relações Internacionais II,2,"O trabalho de conclusão de curso deve estar voltado para uma das quatro áreas de concentração do Bacharelado em Relações Internacionais e ter a orientação de um docente credenciado ao curso, podendo ser aceitos orientadores não credenciados ao curso e externos à UFABC, após avaliação e autorização da coordenação da disciplina. O trabalho de conclusão de curso poderá ser apresentado em duas modalidades: monografia ou artigo científico – sendo a segunda válida somente para discentes que tenham concluído uma iniciação científica. Caso o discente e o professor orientador tenham optado por elaborar uma monografia, este último deverá sugerir o nome de um professor credenciado da UFABC ou um convidado externo da área de conhecimento referente ao trabalho para compor a banca. Após a defesa da monografia, a banca se reunirá para definir um conceito, que será divulgado para o aluno no mesmo dia da defesa. Caso tenham optado por elaborar um artigo científico, para avaliação deste deverá ser designado um co-avaliador, preferencialmente externo à UFABC e de reconhecido prestígio na área. Caberá ao professor orientador, tanto na modalidade monografia quanto artigo científico, preencher uma ficha de avaliação final da disciplina, que deverá ser entregue ao Coordenador do Curso."
NHZ1081-13,Técnicas Aplicadas a Processos Biotecnológicos,6,"Processos Upstream e Downstream. Processos de purificação industrial (filtração, cromatografia, ultrafiltração, clarificação). Métodos de avaliação de produtos: eletroforese, FPLC, HPLC, ensaios imunoenzimáticos (ELISA). Produção e avaliação de soros, vacinas e biofármacos. Noções e aplicação biotecnológica da biologia molecular e biotecnologia cecular. Microscopia Eletrônica em Biotecnologia."
MCZA050-17,Técnicas Avançadas de Programação,4,"Apresentação dos conceitos e resolução de problemas envolvendo estruturas de dados, grafos, backtracking, programação dinâmica, ordenação, combinatória, teoria dos números e aritmética e strings."
ESTS010-17,Técnicas de Análise Estrutural e Projeto,4,"Técnicas de análise de estruturas complexas e o papel das propriedades dos materiais no projeto estrutural, nas falhas e na longevidade. Princípio da Energia em analise estrutural e aplicações em estruturas estaticamente indeterminadas. Métodos matriciais para análise estrutural. Materiais estruturais e suas propriedades. Critérios de falhas estruturais. Formação de trinca e mecanismos de fratura. Fadiga e projeto para longevidade. Exemplos de projetos estruturais."
ESHC904-17,Técnicas de Pesquisa em Economia,5,"O processo de investigação científica. Elementos básicos da pesquisa econômica: hipóteses, teorias, relações de causalidade e modelos. Pesquisa empírica e teórica. Planejamento do trabalho de investigação científica. Escolha do tema e delimitação do problema de pesquisa. Coleta, organização, tratamento estatístico e análise de dados. Técnicas de apresentação dos resultados de pesquisa. Estruturação e normatização de trabalhos científicos. Desenvolvimento do pré-projeto de Trabalho de Graduação: tema, justificativa, objetivos e metodologia."
